source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_6	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_6	1	31	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_20Cellc_3	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	pooled	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_20Cellc_3	20	32	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_20Cellc_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_20Cellc_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_20Cellc_3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_44	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_44	1	33	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_44	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_44.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_1	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_1	1	34	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_8	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_8	1	35	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_8	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_8.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_48	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_48	1	36	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_48	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_48.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_48.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_76	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_76	1	37	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_76	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_76.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_76.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_63	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_63	1	38	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_63	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_63.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_63.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_11	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_11	1	39	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_11	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_11.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_14	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_14	1	40	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_14	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_14.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_1	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_1	1	41	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_iPSCs_1Cellc_1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_24	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_24	1	42	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_24	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_24.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_2	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_2	1	43	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_31	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_31	1	44	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_31	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_31.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_31.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_27	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_27	1	45	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_27	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_27.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_40	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_40	1	46	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_40	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_40.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_45	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_45	1	47	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_45	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_45.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_25	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_25	1	48	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_25	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_25.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_86	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_86	1	49	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_86	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_86.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_86.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_67	Homo sapiens	Cell culture	not available	Cell culture	HeLa	cell	single cell	cellenONE	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_67	1	50	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_67	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_67.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049181/20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_67.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	96 eV	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
