source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
CBIO733_10	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO733_10	1	30	CBIO733_10	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO733_10.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO733_10.mzML	1	TMTpro133N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO725_10	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO725_10	1	31	CBIO725_10	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO725_10.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO725_10.mzML	1	TMTpro133C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO703_4	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO703_4	1	32	CBIO703_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO703_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO703_4.raw	1	TMTpro134N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO725_9	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO725_9	1	33	CBIO725_9	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO725_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO725_9.raw	1	TMTpro126	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO703_2_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO703_2_2	1	34	CBIO703_2_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO703_2.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO703_2.mzML	1	TMTpro127N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO733_04	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO733_04	1	35	CBIO733_04	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO733_04.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO733_04.mzML	1	TMTpro127C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO754_11	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO754_11	1	36	CBIO754_11	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO754_11.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO754_11.mzML	1	TMTpro128N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO703_5	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO703_5	1	37	CBIO703_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO703_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO703_5.raw	1	TMTpro128C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO725_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO725_2	1	38	CBIO725_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO725_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO725_2.raw	1	TMTpro129N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO733_09	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO733_09	1	39	CBIO733_09	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO733_09.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO733_09.mzML	1	TMTpro129C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO725_7	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO725_7	1	40	CBIO725_7	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO725_7.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO725_7.mzML	1	TMTpro130N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO733_03_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO733_03_2	1	41	CBIO733_03_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO733_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO733_03.raw	1	TMTpro130C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO754_20_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO754_20_2	1	42	CBIO754_20_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO754_20.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO754_20.mzML	1	TMTpro131N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO754_19_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO754_19_2	1	43	CBIO754_19_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO754_19.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO754_19.mzML	1	TMTpro131C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO754_16_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO754_16_2	1	44	CBIO754_16_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO754_16.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO754_16.mzML	1	TMTpro132N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO733_09_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO733_09_2	1	45	CBIO733_09_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO733_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO733_09.raw	1	TMTpro132C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO681_6	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO681_6	1	46	CBIO681_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO681_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO681_6.raw	1	TMTpro133N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO703_5_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO703_5_2	1	47	CBIO703_5_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO703_5.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO703_5.mzML	1	TMTpro133C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO681_3	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO681_3	1	48	CBIO681_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO681_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO681_3.raw	1	TMTpro134N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO681_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO681_2	1	49	CBIO681_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO681_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO681_2.raw	1	TMTpro126	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO681_2_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO681_2_2	1	50	CBIO681_2_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO681_2.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO681_2.mzML	1	TMTpro127N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO754_13	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO754_13	1	51	CBIO754_13	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO754_13.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO754_13.mzML	1	TMTpro127C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO725_7_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO725_7_2	1	52	CBIO725_7_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO725_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO725_7.raw	1	TMTpro128N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO681_5	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO681_5	1	53	CBIO681_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO681_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO681_5.raw	1	TMTpro128C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO680_4	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO680_4	1	54	CBIO680_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_4.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_4.mzML	1	TMTpro129N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO733_05	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO733_05	1	55	CBIO733_05	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO733_05.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO733_05.mzML	1	TMTpro129C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO725_10_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO725_10_2	1	56	CBIO725_10_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO725_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO725_10.raw	1	TMTpro130N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO725_9_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO725_9_2	1	57	CBIO725_9_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO725_9.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO725_9.mzML	1	TMTpro130C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO754_17	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO754_17	1	58	CBIO754_17	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO754_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO754_17.raw	1	TMTpro131N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO715_4	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO715_4	1	59	CBIO715_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO715_4.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO715_4.mzML	1	TMTpro131C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
CBIO733_08_2	Homo sapiens	Cell culture	Lymphoma	not available	not available	not available	not available	not available	Monocyte	cell	single cell	FACS	CBIO733_08_2	1	60	CBIO733_08_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO733_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO733_08.raw	1	TMTpro132N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
