source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20230630_KK_SC_control_63_E5_1_14235	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_63_E5_1_14235	1	30	20230630_KK_SC_control_63_E5_1_14235	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_63_E5_1_14235.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_63_E5_1_14235.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_40_F2_1_14157	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_40_F2_1_14157	1	31	20230626_KK_SC_control_40_F2_1_14157	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_40_F2_1_14157.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_40_F2_1_14157.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_01_A7_1_14074	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_01_A7_1_14074	1	32	20230626_KK_SC_IFNy_01_A7_1_14074	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_01_A7_1_14074.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_01_A7_1_14074.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_30_D8_1_14128	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_30_D8_1_14128	1	33	20230626_KK_SC_IFNy_30_D8_1_14128	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_30_D8_1_14128.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_30_D8_1_14128.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_IFNy_56_F7_1_14209	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_IFNy_56_F7_1_14209	1	34	20230630_KK_SC_IFNy_56_F7_1_14209	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_IFNy_56_F7_1_14209.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_IFNy_56_F7_1_14209.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_11_A5_1_14098	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_11_A5_1_14098	1	35	20230626_KK_SC_control_11_A5_1_14098	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_11_A5_1_14098.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_11_A5_1_14098.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_20_B4_1_14117	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_20_B4_1_14117	1	36	20230626_KK_SC_control_20_B4_1_14117	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_20_B4_1_14117.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_20_B4_1_14117.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_14_D5_1_14101	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_14_D5_1_14101	1	37	20230626_KK_SC_control_14_D5_1_14101	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_14_D5_1_14101.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_14_D5_1_14101.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_IFNy_75_A10_1_14258	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_IFNy_75_A10_1_14258	1	38	20230630_KK_SC_IFNy_75_A10_1_14258	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_IFNy_75_A10_1_14258.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_IFNy_75_A10_1_14258.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_46_D10_1_14164	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_46_D10_1_14164	1	39	20230626_KK_SC_IFNy_46_D10_1_14164	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_46_D10_1_14164.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_46_D10_1_14164.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_32_F3_1_14139	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_32_F3_1_14139	1	40	20230626_KK_SC_control_32_F3_1_14139	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_32_F3_1_14139.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_32_F3_1_14139.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_IFNy_73_G9_1_14246	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_IFNy_73_G9_1_14246	1	41	20230630_KK_SC_IFNy_73_G9_1_14246	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_IFNy_73_G9_1_14246.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_IFNy_73_G9_1_14246.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_25_G4_1_14122	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_25_G4_1_14122	1	42	20230626_KK_SC_control_25_G4_1_14122	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_25_G4_1_14122.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_25_G4_1_14122.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_13_C5_1_14100	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_13_C5_1_14100	1	43	20230626_KK_SC_control_13_C5_1_14100	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_13_C5_1_14100.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_13_C5_1_14100.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_70_D4_1_14252	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_70_D4_1_14252	1	44	20230630_KK_SC_control_70_D4_1_14252	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_70_D4_1_14252.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_70_D4_1_14252.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_10_B8_1_14084	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_10_B8_1_14084	1	45	20230626_KK_SC_IFNy_10_B8_1_14084	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_10_B8_1_14084.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_10_B8_1_14084.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_23_E4_1_14120	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_23_E4_1_14120	1	46	20230626_KK_SC_control_23_E4_1_14120	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_23_E4_1_14120.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_23_E4_1_14120.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_IFNy_59_A8_1_14222	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_IFNy_59_A8_1_14222	1	47	20230630_KK_SC_IFNy_59_A8_1_14222	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_IFNy_59_A8_1_14222.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_IFNy_59_A8_1_14222.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_02_B7_1_14075	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_02_B7_1_14075	1	48	20230626_KK_SC_IFNy_02_B7_1_14075	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_02_B7_1_14075.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_02_B7_1_14075.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_17_G6_1_14095	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_17_G6_1_14095	1	49	20230626_KK_SC_IFNy_17_G6_1_14095	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_17_G6_1_14095.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_17_G6_1_14095.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_04_D7_1_14077	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_04_D7_1_14077	1	50	20230626_KK_SC_IFNy_04_D7_1_14077	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_04_D7_1_14077.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_04_D7_1_14077.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_15_E5_1_14102	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_15_E5_1_14102	1	51	20230626_KK_SC_control_15_E5_1_14102	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_15_E5_1_14102.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_15_E5_1_14102.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_IFNy_71_E9_1_14244	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_IFNy_71_E9_1_14244	1	52	20230630_KK_SC_IFNy_71_E9_1_14244	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_IFNy_71_E9_1_14244.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_IFNy_71_E9_1_14244.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_26_H4_1_14123	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_26_H4_1_14123	1	53	20230626_KK_SC_control_26_H4_1_14123	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_26_H4_1_14123.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_26_H4_1_14123.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_22_D7_1_14110	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_22_D7_1_14110	1	54	20230626_KK_SC_IFNy_22_D7_1_14110	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_22_D7_1_14110.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_22_D7_1_14110.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_71_E4_1_14253	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_71_E4_1_14253	1	55	20230630_KK_SC_control_71_E4_1_14253	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_71_E4_1_14253.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_71_E4_1_14253.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230629_KK_10SC_control_02_B11_1_14186	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230629_KK_10SC_control_02_B11_1_14186	1	56	20230629_KK_10SC_control_02_B11_1_14186	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230629_KK_10SC_control_02_B11_1_14186.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230629_KK_10SC_control_02_B11_1_14186.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_31_E3_1_14138	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_31_E3_1_14138	1	57	20230626_KK_SC_control_31_E3_1_14138	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_31_E3_1_14138.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_31_E3_1_14138.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_79_E3_1_14271	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_79_E3_1_14271	1	58	20230630_KK_SC_control_79_E3_1_14271	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_79_E3_1_14271.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_79_E3_1_14271.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_58_H6_1_14220	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_58_H6_1_14220	1	59	20230630_KK_SC_control_58_H6_1_14220	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_58_H6_1_14220.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_58_H6_1_14220.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
