source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
230120_36	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230120_36	1	70	230120_36	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230120_36.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230120_36.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230324_230220_14	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230324_230220_14	1	71	230324_230220_14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230324_230220_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230324_230220_14.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
221229_50_2	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	221229_50_2	1	72	221229_50_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	221229_50_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/221229_50_2.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230323_230221_42	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230323_230221_42	1	73	230323_230221_42	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230323_230221_42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230323_230221_42.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
221229_10_20	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	221229_10_20	1	74	221229_10_20	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	221229_10_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/221229_10_20.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230324_230220_32	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230324_230220_32	1	75	230324_230220_32	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230324_230220_32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230324_230220_32.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
221229_5_22	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	221229_5_22	1	76	221229_5_22	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	221229_5_22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/221229_5_22.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230120_40	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230120_40	1	77	230120_40	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230120_40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230120_40.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230324_230220_18	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230324_230220_18	1	78	230324_230220_18	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230324_230220_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230324_230220_18.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230120_5	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230120_5	1	79	230120_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230120_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230120_5.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230120_14	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230120_14	1	80	230120_14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230120_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230120_14.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230120_32	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230120_32	1	81	230120_32	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230120_32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230120_32.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
221229_5_2	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	221229_5_2	1	82	221229_5_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	221229_5_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/221229_5_2.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230323_230221_21	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230323_230221_21	1	83	230323_230221_21	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230323_230221_21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230323_230221_21.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230323_230221_46	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230323_230221_46	1	84	230323_230221_46	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230323_230221_46.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230323_230221_46.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230324_230220_5	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230324_230220_5	1	85	230324_230220_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230324_230220_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230324_230220_5.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
221229_100_15	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	221229_100_15	1	86	221229_100_15	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	221229_100_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/221229_100_15.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230323_230221_19	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230323_230221_19	1	87	230323_230221_19	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230323_230221_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230323_230221_19.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
220826_1-3	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	220826_1-3	1	88	220826_1-3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	220826_1-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/220826_1-3.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230323_230221_45	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230323_230221_45	1	89	230323_230221_45	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230323_230221_45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230323_230221_45.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
220826_5-5	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	220826_5-5	1	90	220826_5-5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	220826_5-5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/220826_5-5.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
220826_3-4	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	220826_3-4	1	91	220826_3-4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	220826_3-4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/220826_3-4.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230324_230220_38	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230324_230220_38	1	92	230324_230220_38	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230324_230220_38.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230324_230220_38.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230323_230221_34	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230323_230221_34	1	93	230323_230221_34	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230323_230221_34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230323_230221_34.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
221229_0_22	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	221229_0_22	1	94	221229_0_22	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	221229_0_22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/221229_0_22.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
220826_1-1	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	220826_1-1	1	95	220826_1-1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	220826_1-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/220826_1-1.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230323_230221_31	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230323_230221_31	1	96	230323_230221_31	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230323_230221_31.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230323_230221_31.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230323_230221_4	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230323_230221_4	1	97	230323_230221_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230323_230221_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230323_230221_4.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
220826_6-2	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	220826_6-2	1	98	220826_6-2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	220826_6-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/220826_6-2.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
220826_3-2	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	220826_3-2	1	99	220826_3-2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	220826_3-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/220826_3-2.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230120_21	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230120_21	1	100	230120_21	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230120_21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230120_21.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230324_230220_36	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230324_230220_36	1	101	230324_230220_36	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230324_230220_36.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230324_230220_36.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
221229_100_2	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	221229_100_2	1	102	221229_100_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	221229_100_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/221229_100_2.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
220826_5-8	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	220826_5-8	1	103	220826_5-8	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	220826_5-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/220826_5-8.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230324_230220_8	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230324_230220_8	1	104	230324_230220_8	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230324_230220_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230324_230220_8.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
230120_9	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	230120_9	1	105	230120_9	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	230120_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/230120_9.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
221229_10_15	Homo sapiens	Permanent cell line cell	not available	Permanent cell line cell	cell	single cell	not applicable	221229_10_15	1	106	221229_10_15	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	221229_10_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD048052/221229_10_15.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	0.1% NCE	10 ppm	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
