source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20221019_Ec_01_SC_CNIC-KI_TMT55	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT55	1	27	20221019_Ec_01_SC_CNIC-KI_TMT55	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT55.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT55.raw	1	TMT128C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT81	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT81	1	28	20221019_Ec_01_SC_CNIC-KI_TMT81	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT81.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT81.mzML	1	TMT129N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT30	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT30	1	29	20221019_Ec_01_SC_CNIC-KI_TMT30	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT30.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT30.mzML	1	TMT129C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT80	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT80	1	30	20221019_Ec_01_SC_CNIC-KI_TMT80	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT80.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT80.raw	1	TMT130N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT69	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT69	1	31	20221019_Ec_01_SC_CNIC-KI_TMT69	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT69.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT69.raw	1	TMT130C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT6	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT6	1	32	20221019_Ec_01_SC_CNIC-KI_TMT6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT6.raw	1	TMT131N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT27	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT27	1	33	20221019_Ec_01_SC_CNIC-KI_TMT27	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT27.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT27.mzML	1	TMT131C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT12	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT12	1	34	20221019_Ec_01_SC_CNIC-KI_TMT12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT12.raw	1	TMT126	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT58_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT58_2	1	35	20221019_Ec_01_SC_CNIC-KI_TMT58_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT58.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT58.mzML	1	TMT127N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT24	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT24	1	36	20221019_Ec_01_SC_CNIC-KI_TMT24	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT24.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT24.mzML	1	TMT127C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT72_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT72_2	1	37	20221019_Ec_01_SC_CNIC-KI_TMT72_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT72.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT72.raw	1	TMT128N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT15	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT15	1	38	20221019_Ec_01_SC_CNIC-KI_TMT15	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT15.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT15.mzML	1	TMT128C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT14	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT14	1	39	20221019_Ec_01_SC_CNIC-KI_TMT14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT14.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT14.mzML	1	TMT129N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT36	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT36	1	40	20221019_Ec_01_SC_CNIC-KI_TMT36	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT36.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT36.raw	1	TMT129C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT39	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT39	1	41	20221019_Ec_01_SC_CNIC-KI_TMT39	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT39.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT39.mzML	1	TMT130N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT77	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT77	1	42	20221019_Ec_01_SC_CNIC-KI_TMT77	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT77.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT77.raw	1	TMT130C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT63	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT63	1	43	20221019_Ec_01_SC_CNIC-KI_TMT63	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT63.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT63.mzML	1	TMT131N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT4_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT4_2	1	44	20221019_Ec_01_SC_CNIC-KI_TMT4_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT4.raw	1	TMT131C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT61	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT61	1	45	20221019_Ec_01_SC_CNIC-KI_TMT61	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT61.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT61.mzML	1	TMT126	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT32_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT32_2	1	46	20221019_Ec_01_SC_CNIC-KI_TMT32_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT32.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT32.mzML	1	TMT127N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT54	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT54	1	47	20221019_Ec_01_SC_CNIC-KI_TMT54	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT54.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT54.raw	1	TMT127C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT31	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT31	1	48	20221019_Ec_01_SC_CNIC-KI_TMT31	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT31.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT31.raw	1	TMT128N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT24_2	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT24_2	1	49	20221019_Ec_01_SC_CNIC-KI_TMT24_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT24.raw	1	TMT128C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT51	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT51	1	50	20221019_Ec_01_SC_CNIC-KI_TMT51	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT51.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT51.raw	1	TMT129N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT65	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT65	1	51	20221019_Ec_01_SC_CNIC-KI_TMT65	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT65.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT65.raw	1	TMT129C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT28	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT28	1	52	20221019_Ec_01_SC_CNIC-KI_TMT28	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT28.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT28.mzML	1	TMT130N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221019_Ec_01_SC_CNIC-KI_TMT21	Mus musculus	Cardiac muscle cell	not available	not available	not available	not available	Cardiac muscle cell	cell	single cell	not applicable	20221019_Ec_01_SC_CNIC-KI_TMT21	1	53	20221019_Ec_01_SC_CNIC-KI_TMT21	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221019_Ec_01_SC_CNIC-KI_TMT21.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD064518/20221019_Ec_01_SC_CNIC-KI_TMT21.mzML	1	TMT130C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
