source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
AD_TMT_plate1_A6	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A6	1	33	AD_TMT_plate1_A6	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A6.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C3	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C3	1	34	Rep_AD_TMT_plate2_C3	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C3.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A1	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A1	1	35	Rep_AD_TMT_plate2_A1	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A16	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A16	1	36	AD_TMT_plate1_A16	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A16.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C6	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C6	1	37	AD_TMT_plate1_C6	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C6.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C3	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C3	1	38	AD_TMT_plate1_C3	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C3.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_D1	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_D1	1	39	AD_TMT_plate1_D1	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_D1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C2	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C2	1	40	AD_TMT_plate1_C2	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C1	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C1	1	41	Rep_AD_TMT_plate2_C1	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C6	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C6	1	42	Rep_AD_TMT_plate2_C6	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C6.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A17	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A17	1	43	Rep_AD_TMT_plate2_A17	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A17.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C2	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C2	1	44	Rep_AD_TMT_plate2_C2	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A13	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A13	1	45	Rep_AD_TMT_plate2_A13	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A13.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A4	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A4	1	46	AD_TMT_plate1_A4	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A4.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A14	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A14	1	47	Rep_AD_TMT_plate2_A14	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A14.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A11	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A11	1	48	AD_TMT_plate1_A11	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A11.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A22	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A22	1	49	AD_TMT_plate1_A22	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A22.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A24	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A24	1	50	AD_TMT_plate1_A24	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A24.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C22	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C22	1	51	AD_TMT_plate1_C22	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C22.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A12	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A12	1	52	AD_TMT_plate1_A12	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A12.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C19	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C19	1	53	Rep_AD_TMT_plate2_C19	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C19.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C13	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C13	1	54	Rep_AD_TMT_plate2_C13	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C13.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A8	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A8	1	55	Rep_AD_TMT_plate2_A8	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A8.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A15	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A15	1	56	AD_TMT_plate1_A15	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A15.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C11	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C11	1	57	Rep_AD_TMT_plate2_C11	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C11.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C8	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C8	1	58	AD_TMT_plate1_C8	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C8.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C10	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C10	1	59	Rep_AD_TMT_plate2_C10	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C10.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A20	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A20	1	60	AD_TMT_plate1_A20	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A20.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A7	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A7	1	61	Rep_AD_TMT_plate2_A7	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A7.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A15	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A15	1	62	Rep_AD_TMT_plate2_A15	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A15.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A17	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A17	1	63	AD_TMT_plate1_A17	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A17.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C8	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C8	1	64	Rep_AD_TMT_plate2_C8	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C8.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A2	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A2	1	65	Rep_AD_TMT_plate2_A2	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
