source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
2017-11-02_CL02_Cell13_10252017_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-11-02_CL02_Cell13_10252017_1	1	30	2017-11-02_CL02_Cell13_10252017_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-11-02_CL02_Cell13_10252017_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-11-02_CL02_Cell13_10252017_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-09-12_CL03_Zebra-cell2_massexcl_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-09-12_CL03_Zebra-cell2_massexcl_2	1	31	2016-09-12_CL03_Zebra-cell2_massexcl_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-09-12_CL03_Zebra-cell2_massexcl_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-09-12_CL03_Zebra-cell2_massexcl_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-10-06_CL05_32cell5_9-15_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-10-06_CL05_32cell5_9-15_1	32	32	2016-10-06_CL05_32cell5_9-15_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-10-06_CL05_32cell5_9-15_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-10-06_CL05_32cell5_9-15_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-10-07_CL04_16cell1_10-06_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-10-07_CL04_16cell1_10-06_1	16	33	2016-10-07_CL04_16cell1_10-06_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-10-07_CL04_16cell1_10-06_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-10-07_CL04_16cell1_10-06_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-08-31_CL03_1Cell_3_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-08-31_CL03_1Cell_3_2	1	34	2017-08-31_CL03_1Cell_3_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-08-31_CL03_1Cell_3_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-08-31_CL03_1Cell_3_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-09-12_CL02_Zebra-cell2_massexcl_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-09-12_CL02_Zebra-cell2_massexcl_1	1	35	2016-09-12_CL02_Zebra-cell2_massexcl_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-09-12_CL02_Zebra-cell2_massexcl_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-09-12_CL02_Zebra-cell2_massexcl_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-11-04_CL02_Cell7_10252017_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-11-04_CL02_Cell7_10252017_1	1	36	2017-11-04_CL02_Cell7_10252017_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-11-04_CL02_Cell7_10252017_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-11-04_CL02_Cell7_10252017_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-08-31_CL04_1Cell_5_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-08-31_CL04_1Cell_5_1	1	37	2017-08-31_CL04_1Cell_5_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-08-31_CL04_1Cell_5_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-08-31_CL04_1Cell_5_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-08-31_CL03_64cell_8-16_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-08-31_CL03_64cell_8-16_2	64	38	2016-08-31_CL03_64cell_8-16_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-08-31_CL03_64cell_8-16_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-08-31_CL03_64cell_8-16_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-10-07_CL02_32cell5_9-15_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-10-07_CL02_32cell5_9-15_2	32	39	2016-10-07_CL02_32cell5_9-15_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-10-07_CL02_32cell5_9-15_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-10-07_CL02_32cell5_9-15_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-10-06_CL03_32Cell1_9-15_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-10-06_CL03_32Cell1_9-15_1	32	40	2016-10-06_CL03_32Cell1_9-15_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-10-06_CL03_32Cell1_9-15_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-10-06_CL03_32Cell1_9-15_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-10-26_CL04_Cell1_10252017_3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-10-26_CL04_Cell1_10252017_3	1	41	2017-10-26_CL04_Cell1_10252017_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-10-26_CL04_Cell1_10252017_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-10-26_CL04_Cell1_10252017_3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-10-26_CL06_Cell9_10252017_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-10-26_CL06_Cell9_10252017_2	1	42	2017-10-26_CL06_Cell9_10252017_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-10-26_CL06_Cell9_10252017_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-10-26_CL06_Cell9_10252017_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-10-05_CL04_64-cell1_9-15_3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-10-05_CL04_64-cell1_9-15_3	1	43	2016-10-05_CL04_64-cell1_9-15_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-10-05_CL04_64-cell1_9-15_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-10-05_CL04_64-cell1_9-15_3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-08-29_CL03_128-Cells_8-16_4-1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-08-29_CL03_128-Cells_8-16_4-1	1	44	2016-08-29_CL03_128-Cells_8-16_4-1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-08-29_CL03_128-Cells_8-16_4-1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-08-29_CL03_128-Cells_8-16_4-1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-12-05_CL06_Zeb-2cell_2-3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-12-05_CL06_Zeb-2cell_2-3	2	45	2016-12-05_CL06_Zeb-2cell_2-3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-12-05_CL06_Zeb-2cell_2-3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-12-05_CL06_Zeb-2cell_2-3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-11-01_CL06_Cell11_10252017-2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-11-01_CL06_Cell11_10252017-2	1	46	2017-11-01_CL06_Cell11_10252017-2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-11-01_CL06_Cell11_10252017-2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-11-01_CL06_Cell11_10252017-2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-11-03_CL06_Cell10_10252017_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-11-03_CL06_Cell10_10252017_2	1	47	2017-11-03_CL06_Cell10_10252017_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-11-03_CL06_Cell10_10252017_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-11-03_CL06_Cell10_10252017_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-09-08_CL04_1-cell_9_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-09-08_CL04_1-cell_9_1	1	48	2017-09-08_CL04_1-cell_9_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-09-08_CL04_1-cell_9_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-09-08_CL04_1-cell_9_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-09-08_CL06_1-cell_11_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-09-08_CL06_1-cell_11_1	1	49	2017-09-08_CL06_1-cell_11_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-09-08_CL06_1-cell_11_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-09-08_CL06_1-cell_11_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-10-06_CL07_32cell1_9-15_3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-10-06_CL07_32cell1_9-15_3	32	50	2016-10-06_CL07_32cell1_9-15_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-10-06_CL07_32cell1_9-15_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-10-06_CL07_32cell1_9-15_3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-08-03_CL04_nESI_D11_usample-AmmBic_5-3	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-08-03_CL04_nESI_D11_usample-AmmBic_5-3	1	51	2016-08-03_CL04_nESI_D11_usample-AmmBic_5-3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-08-03_CL04_nESI_D11_usample-AmmBic_5-3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-08-03_CL04_nESI_D11_usample-AmmBic_5-3.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-08-30_CL04_128-cell_3_8-16_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-08-30_CL04_128-cell_3_8-16_1	1	52	2016-08-30_CL04_128-cell_3_8-16_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-08-30_CL04_128-cell_3_8-16_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-08-30_CL04_128-cell_3_8-16_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-10-10_CL03_32cell1_10-06_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-10-10_CL03_32cell1_10-06_1	32	53	2016-10-10_CL03_32cell1_10-06_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-10-10_CL03_32cell1_10-06_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-10-10_CL03_32cell1_10-06_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-10-16_CL03_Cel5-10112017_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-10-16_CL03_Cel5-10112017_2	1	54	2017-10-16_CL03_Cel5-10112017_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-10-16_CL03_Cel5-10112017_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-10-16_CL03_Cel5-10112017_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-11-03_CL05_Cell10_10252017_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-11-03_CL05_Cell10_10252017_1	1	55	2017-11-03_CL05_Cell10_10252017_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-11-03_CL05_Cell10_10252017_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-11-03_CL05_Cell10_10252017_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-12-05_CL05_Zeb-2cell_2-2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	pooled	manual picking	2016-12-05_CL05_Zeb-2cell_2-2	2	56	2016-12-05_CL05_Zeb-2cell_2-2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-12-05_CL05_Zeb-2cell_2-2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-12-05_CL05_Zeb-2cell_2-2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-11-02_CL05_Cell13_10252017_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-11-02_CL05_Cell13_10252017_2	1	57	2017-11-02_CL05_Cell13_10252017_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-11-02_CL05_Cell13_10252017_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-11-02_CL05_Cell13_10252017_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2016-08-26_CL03_128-2_8-16_2	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2016-08-26_CL03_128-2_8-16_2	1	58	2016-08-26_CL03_128-2_8-16_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2016-08-26_CL03_128-2_8-16_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2016-08-26_CL03_128-2_8-16_2.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2017-10-26_CL05_Cell9_10252017_1	Danio rerio	Embryo	not available	embryonic stage	not available	not available	Stem cell	cell	single cell	manual picking	2017-10-26_CL05_Cell9_10252017_1	1	59	2017-10-26_CL05_Cell9_10252017_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2017-10-26_CL05_Cell9_10252017_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD006905/2017-10-26_CL05_Cell9_10252017_1.RAW	1	label free sample	not applicable	not applicable	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
