source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20221222_E1_RM_CVG_EXP55_C6_S12	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C6_S12	1	28	20221222_E1_RM_CVG_EXP55_C6_S12	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C6_S12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C6_S12.raw	1	TMT129N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C4_S10	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C4_S10	1	29	20221222_E1_RM_CVG_EXP55_C4_S10	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C4_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S10.raw	1	TMT129C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C3_S10	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C3_S10	1	30	20221222_E1_RM_CVG_EXP55_C3_S10	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C3_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C3_S10.raw	1	TMT130N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C2_S7	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C2_S7	1	31	20221222_E1_RM_CVG_EXP55_C2_S7	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C2_S7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S7.raw	1	TMT130C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C1_S5	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C1_S5	1	32	20221222_E1_RM_CVG_EXP55_C1_S5	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C1_S5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C1_S5.raw	1	TMT131N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C2_S3	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C2_S3	1	33	20221222_E1_RM_CVG_EXP55_C2_S3	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C2_S3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S3.raw	1	TMT131C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C1_S6	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C1_S6	1	34	20221222_E1_RM_CVG_EXP55_C1_S6	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C1_S6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C1_S6.raw	1	TMT126	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C5_S8	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C5_S8	1	35	20221222_E1_RM_CVG_EXP55_C5_S8	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C5_S8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C5_S8.raw	1	TMT127N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C5_S2	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C5_S2	1	36	20221222_E1_RM_CVG_EXP55_C5_S2	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C5_S2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C5_S2.raw	1	TMT127C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C2_S2	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C2_S2	1	37	20221222_E1_RM_CVG_EXP55_C2_S2	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C2_S2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S2.raw	1	TMT128N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C5_S1	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C5_S1	1	38	20221222_E1_RM_CVG_EXP55_C5_S1	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C5_S1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C5_S1.raw	1	TMT128C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C4_S5	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C4_S5	1	39	20221222_E1_RM_CVG_EXP55_C4_S5	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C4_S5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S5.raw	1	TMT129N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C6_S3	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C6_S3	1	40	20221222_E1_RM_CVG_EXP55_C6_S3	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C6_S3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C6_S3.raw	1	TMT129C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C6_S6	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C6_S6	1	41	20221222_E1_RM_CVG_EXP55_C6_S6	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C6_S6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C6_S6.raw	1	TMT130N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C2_S9	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C2_S9	1	42	20221222_E1_RM_CVG_EXP55_C2_S9	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C2_S9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S9.raw	1	TMT130C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C5_S12	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C5_S12	1	43	20221222_E1_RM_CVG_EXP55_C5_S12	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C5_S12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C5_S12.raw	1	TMT131N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C3_S7	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C3_S7	1	44	20221222_E1_RM_CVG_EXP55_C3_S7	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C3_S7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C3_S7.raw	1	TMT131C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C4_S2	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C4_S2	1	45	20221222_E1_RM_CVG_EXP55_C4_S2	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C4_S2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S2.raw	1	TMT126	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C6_S11	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C6_S11	1	46	20221222_E1_RM_CVG_EXP55_C6_S11	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C6_S11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C6_S11.raw	1	TMT127N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C6_S7	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C6_S7	1	47	20221222_E1_RM_CVG_EXP55_C6_S7	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C6_S7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C6_S7.raw	1	TMT127C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C4_S11	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C4_S11	1	48	20221222_E1_RM_CVG_EXP55_C4_S11	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C4_S11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S11.raw	1	TMT128N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C2_S10	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C2_S10	1	49	20221222_E1_RM_CVG_EXP55_C2_S10	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C2_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S10.raw	1	TMT128C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C5_S4	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C5_S4	1	50	20221222_E1_RM_CVG_EXP55_C5_S4	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C5_S4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C5_S4.raw	1	TMT129N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C6_S9	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C6_S9	1	51	20221222_E1_RM_CVG_EXP55_C6_S9	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C6_S9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C6_S9.raw	1	TMT129C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C4_S9	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C4_S9	1	52	20221222_E1_RM_CVG_EXP55_C4_S9	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C4_S9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C4_S9.raw	1	TMT130N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C2_S12	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C2_S12	1	53	20221222_E1_RM_CVG_EXP55_C2_S12	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C2_S12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C2_S12.raw	1	TMT130C	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20221222_E1_RM_CVG_EXP55_C3_S6	Mus musculus	Embryo	not available	embryonic stage	not available	not available	not available	cell	single cell	FACS	20221222_E1_RM_CVG_EXP55_C3_S6	1	54	20221222_E1_RM_CVG_EXP55_C3_S6	proteomic profiling by mass spectrometry	1	EXP55	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221222_E1_RM_CVG_EXP55_C3_S6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD041328/20221222_E1_RM_CVG_EXP55_C3_S6.raw	1	TMT131N	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	not applicable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Variable	not available	300% NCE	not available	not available	not applicable	not applicable	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
